dataset,localization_method,reduction_method,ac@2,ac@5,avg@5,elapsed_time_sum,bacc,recall,mcc,specificity,f1_score
SS-small,LiNGAM+HT,NSigma,0.16875,0.1549999375,0.1718333125,28.356200875,0.5594665537954314,0.9875,-0.01933684957815473,0.1314331075908628,0.03480935381187379
SS-small,LiNGAM+HT,None,0.1625,0.1649999375,0.17508325,42.0352628125,0.5,1.0,-10.0,0.0,0.030567951182886167
SS-small,LiNGAM+PageRank,BIRCH,0.1375,0.108333375,0.131666625,26.1508225,0.5797477783039272,1.0,0.052817693836471565,0.15949555660785442,0.03671740779024018
SS-small,LiNGAM+PageRank,FluxInfer-AD,0.13125,0.1124999375,0.1262500625,29.0228688125,0.566025440370781,1.0,-0.26699421291622416,0.13205088074156177,0.03562430906484166
SS-small,LiNGAM+PageRank,HDBS-R,0.1,0.08583331250000001,0.101333375,7.0187918125,0.4411323088366206,0.42500000000000004,-0.02888194442917299,0.4572646176732411,0.02367121848739493
SS-small,LiNGAM+PageRank,HDBS-SBD,0.11875000000000001,0.0775000625,0.11570831250000001,7.0405370625,0.44081759908803914,0.425,-0.029140822691501932,0.45663519817607817,0.023650793650793624
SS-small,LiNGAM+PageRank,K-S test,0.13125,0.1124999375,0.1262500625,28.98996725,0.566025440370781,1.0,-0.26699421291622416,0.13205088074156177,0.03562430906484166
SS-small,LiNGAM+PageRank,MetricSifter,0.1335069375,0.10594904166666667,0.13453475,14.292344708333333,0.6608162206070107,0.975,0.08806028662135108,0.34663244121402137,0.050542624998951825
SS-small,LiNGAM+PageRank,NSigma,0.13125,0.1041665625,0.1195833125,28.226030875,0.5594665537954314,0.9875,-0.01933684957815473,0.1314331075908628,0.03480935381187379
SS-small,LiNGAM+PageRank,None,0.15,0.1166666875,0.135833375,41.852511875,0.5,1.0,-10.0,0.0,0.030567951182886167
SS-small,PC+HT,BIRCH,0.23125,0.1725000625,0.204916625,43.1337168125,0.5797477783039272,1.0,0.052817693836471565,0.15949555660785442,0.03671740779024018
SS-small,PC+HT,FluxInfer-AD,0.2125,0.1741666875,0.203375125,48.706279,0.566025440370781,1.0,-0.26699421291622416,0.13205088074156177,0.03562430906484166
SS-small,PC+HT,HDBS-R,0.14375000000000002,0.10500000000000001,0.12579175,6.34824875,0.4411323088366206,0.42500000000000004,-0.02888194442917299,0.4572646176732411,0.02367121848739493
SS-small,PC+HT,HDBS-SBD,0.14375,0.1049999375,0.14329168750000001,6.22548525,0.44081759908803914,0.425,-0.029140822691501932,0.45663519817607817,0.023650793650793624
SS-small,PC+HT,K-S test,0.19375,0.1716666875,0.19016668750000001,47.223587125,0.566025440370781,1.0,-0.26699421291622416,0.13205088074156177,0.03562430906484166
SS-small,PC+HT,MetricSifter,0.23802083333333335,0.1825000208333333,0.22590975000000002,22.139960375,0.6608162206070107,0.975,0.08806028662135108,0.34663244121402137,0.050542624998951825
SS-small,PC+HT,NSigma,0.19375,0.1625000625,0.18125,47.0056190625,0.5594665537954314,0.9875,-0.01933684957815473,0.1314331075908628,0.03480935381187379
SS-small,PC+HT,None,0.2,0.1675,0.18891675,81.0375696875,0.5,1.0,-10.0,0.0,0.030567951182886167
SS-small,PC+PageRank,BIRCH,0.08125,0.0816666875,0.086958375,54.346411125,0.5797477783039272,1.0,0.052817693836471565,0.15949555660785442,0.03671740779024018
SS-small,PC+PageRank,FluxInfer-AD,0.06875,0.07083325,0.074375,62.7433715625,0.566025440370781,1.0,-0.26699421291622416,0.13205088074156177,0.03562430906484166
SS-small,PC+PageRank,HDBS-R,0.08750000000000001,0.075,0.08166662499999999,7.1048911875,0.4411323088366206,0.42500000000000004,-0.02888194442917299,0.4572646176732411,0.02367121848739493
SS-small,PC+PageRank,HDBS-SBD,0.1,0.0933333125,0.091375,7.021619749999999,0.44081759908803914,0.425,-0.029140822691501932,0.45663519817607817,0.023650793650793624
SS-small,PC+PageRank,K-S test,0.075,0.075,0.083125,62.826050375,0.566025440370781,1.0,-0.26699421291622416,0.13205088074156177,0.03562430906484166
SS-small,PC+PageRank,MetricSifter,0.1194444375,0.0990740625,0.11604160416666666,27.670933666666667,0.6608162206070107,0.975,0.08806028662135108,0.34663244121402137,0.050542624998951825
SS-small,PC+PageRank,NSigma,0.075,0.079166625,0.0847916875,59.031272875,0.5594665537954314,0.9875,-0.01933684957815473,0.1314331075908628,0.03480935381187379
SS-small,PC+PageRank,None,0.08125,0.0724999375,0.078875,100.377827,0.5,1.0,-10.0,0.0,0.030567951182886167
SS-small,RCD,BIRCH,0.30625,0.2266665625,0.26324993750000003,258.159536625,0.5797477783039272,1.0,0.052817693836471565,0.15949555660785442,0.03671740779024018
SS-small,RCD,FluxInfer-AD,0.3,0.2366665625,0.279625,269.62191943749997,0.566025440370781,1.0,-0.26699421291622416,0.13205088074156177,0.03562430906484166
SS-small,RCD,HDBS-R,0.1625,0.11416675,0.155125,171.3908911875,0.4411323088366206,0.42500000000000004,-0.02888194442917299,0.4572646176732411,0.02367121848739493
