dataset,localization_method,run_id_loc,reduction_method,chaos_comp,chaos_type,ac@2,ac@5,avg@5,elapsed_time_loc,run_id_tsdr,tp,tn,fn,fp,specificity,recall,proportion,f1_score,mcc,bacc,reduction_rate,elapsed_time_tsdr,num_metrics(reduced),num_metrics(filtered),num_metrics(raw),num_found_cause_metrics,rs_ac@2,rs_ac@5,rs_avg@5,elapsed_time_sum
SS-small,LiNGAM+PageRank,TSDRLOC-1832,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,23.027521,TSDR-1765,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.24972,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,23.277241
SS-small,LiNGAM+PageRank,TSDRLOC-1832,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,23.027521,TSDR-1792,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.28654,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,23.314061
SS-small,PC+HT,TSDRLOC-1840,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,23.680022,TSDR-1765,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.24972,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,23.929742
SS-small,PC+HT,TSDRLOC-1840,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,23.680022,TSDR-1792,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.28654,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,23.966562
SS-small,LiNGAM+HT,TSDRLOC-1848,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,22.495889,TSDR-1765,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.24972,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,22.745608999999998
SS-small,LiNGAM+HT,TSDRLOC-1848,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,22.495889,TSDR-1792,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.28654,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,22.782428999999997
SS-small,e-Diagnosis,TSDRLOC-1936,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,2.165842,TSDR-1765,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.24972,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,2.415562
SS-small,e-Diagnosis,TSDRLOC-1936,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,2.165842,TSDR-1792,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.28654,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,2.452382
SS-small,RCD,TSDRLOC-1937,MetricSifter,orders-db,pod-memory-hog,0.4,0.16,0.325333,270.451098,TSDR-1765,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.24972,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,270.700818
SS-small,RCD,TSDRLOC-1937,MetricSifter,orders-db,pod-memory-hog,0.4,0.16,0.325333,270.451098,TSDR-1792,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.28654,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,270.737638
SS-small,CG+PageRank,TSDRLOC-1938,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,0.044541,TSDR-1765,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.24972,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,0.294261
SS-small,CG+PageRank,TSDRLOC-1938,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,0.044541,TSDR-1792,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.28654,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,0.331081
SS-small,PC+PageRank,TSDRLOC-1939,MetricSifter,orders-db,pod-memory-hog,0.0,0.04,0.018,37.531516,TSDR-1765,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.24972,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,37.78123600000001
SS-small,PC+PageRank,TSDRLOC-1939,MetricSifter,orders-db,pod-memory-hog,0.0,0.04,0.018,37.531516,TSDR-1792,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.28654,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,37.818056000000006
SS-small,LiNGAM+PageRank,TSDRLOC-1940,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,18.971187,TSDR-1765,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.24972,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,19.220907
SS-small,LiNGAM+PageRank,TSDRLOC-1940,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,18.971187,TSDR-1792,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.28654,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,19.257727
SS-small,PC+HT,TSDRLOC-1941,MetricSifter,orders-db,pod-memory-hog,0.0,0.04,0.018,20.341001,TSDR-1765,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.24972,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,20.590721
SS-small,PC+HT,TSDRLOC-1941,MetricSifter,orders-db,pod-memory-hog,0.0,0.04,0.018,20.341001,TSDR-1792,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.28654,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,20.627540999999997
SS-small,LiNGAM+HT,TSDRLOC-1942,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,19.300266,TSDR-1765,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.24972,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,19.549986
SS-small,LiNGAM+HT,TSDRLOC-1942,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,19.300266,TSDR-1792,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.28654,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,19.586806
SS-small,e-Diagnosis,TSDRLOC-1943,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,2.302868,TSDR-1765,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.24972,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,2.552588
SS-small,e-Diagnosis,TSDRLOC-1943,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,2.302868,TSDR-1792,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.28654,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,2.589408
SS-small,RCD,TSDRLOC-1944,MetricSifter,orders-db,pod-memory-hog,0.4,0.16,0.325333,314.536655,TSDR-1765,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.24972,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,314.786375
SS-small,RCD,TSDRLOC-1944,MetricSifter,orders-db,pod-memory-hog,0.4,0.16,0.325333,314.536655,TSDR-1792,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.28654,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,314.823195
SS-small,CG+PageRank,TSDRLOC-1945,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,0.040638,TSDR-1765,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.24972,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,0.290358
SS-small,CG+PageRank,TSDRLOC-1945,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,0.040638,TSDR-1792,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.28654,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,0.327178
SS-small,PC+PageRank,TSDRLOC-1946,MetricSifter,orders-db,pod-memory-hog,0.0,0.04,0.031333,54.64946,TSDR-1765,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.24972,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,54.89918
SS-small,PC+PageRank,TSDRLOC-1946,MetricSifter,orders-db,pod-memory-hog,0.0,0.04,0.031333,54.64946,TSDR-1792,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.28654,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,54.936
SS-small,LiNGAM+PageRank,TSDRLOC-1947,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,24.42572,TSDR-1765,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.24972,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,24.67544
SS-small,LiNGAM+PageRank,TSDRLOC-1947,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,24.42572,TSDR-1792,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.28654,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,24.712259999999997
SS-small,PC+HT,TSDRLOC-1948,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,28.283506,TSDR-1765,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.24972,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,28.533226
SS-small,PC+HT,TSDRLOC-1948,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,28.283506,TSDR-1792,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.28654,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,28.570045999999998
SS-small,LiNGAM+HT,TSDRLOC-1949,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,24.187905,TSDR-1765,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.24972,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,24.437625
SS-small,LiNGAM+HT,TSDRLOC-1949,MetricSifter,orders-db,pod-memory-hog,0.0,0.0,0.0,24.187905,TSDR-1792,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.28654,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,24.474445
SS-small,RS,,MetricSifter,orders-db,pod-memory-hog,0.0277050580641478,0.067473983760684,0.0409599795902982,,TSDR-1765,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.24972,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,
SS-small,RS,,MetricSifter,orders-db,pod-memory-hog,0.0277050580641478,0.067473983760684,0.0409599795902982,,TSDR-1792,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.28654,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,
SS-small,RS,,MetricSifter,orders-db,pod-memory-hog,0.0277050580641478,0.067473983760684,0.0409599795902982,,TSDR-1765,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.24972,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,
SS-small,RS,,MetricSifter,orders-db,pod-memory-hog,0.0277050580641478,0.067473983760684,0.0409599795902982,,TSDR-1792,0.8,12.4,0.2,50.6,0.1968253968253968,0.8,0.0139745916515426,0.0274693161893629,0.0123728339038097,0.4984126984126984,0.196875,0.28654,51,64,81,0.8,0.0277050580641478,0.067473983760684,0.0409599795902982,
SS-small,e-Diagnosis,TSDRLOC-1800,MetricSifter,user,pod-cpu-hog,0.0,0.0,0.0,1.747254,TSDR-1765,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.25194,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,1.9991940000000001
SS-small,e-Diagnosis,TSDRLOC-1800,MetricSifter,user,pod-cpu-hog,0.0,0.0,0.0,1.747254,TSDR-1792,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.26184,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,2.009094
SS-small,RCD,TSDRLOC-1808,MetricSifter,user,pod-cpu-hog,0.3,0.333333,0.326667,130.74594,TSDR-1765,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.25194,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,130.99787999999998
SS-small,RCD,TSDRLOC-1808,MetricSifter,user,pod-cpu-hog,0.3,0.333333,0.326667,130.74594,TSDR-1792,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.26184,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,131.00778
SS-small,CG+PageRank,TSDRLOC-1816,MetricSifter,user,pod-cpu-hog,0.0,0.0,0.0,0.024971,TSDR-1765,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.25194,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,0.276911
SS-small,CG+PageRank,TSDRLOC-1816,MetricSifter,user,pod-cpu-hog,0.0,0.0,0.0,0.024971,TSDR-1792,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.26184,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,0.28681100000000004
SS-small,PC+PageRank,TSDRLOC-1824,MetricSifter,user,pod-cpu-hog,0.3,0.2,0.26,12.951,TSDR-1765,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.25194,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,13.20294
SS-small,PC+PageRank,TSDRLOC-1824,MetricSifter,user,pod-cpu-hog,0.3,0.2,0.26,12.951,TSDR-1792,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.26184,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,13.21284
SS-small,LiNGAM+PageRank,TSDRLOC-1832,MetricSifter,user,pod-cpu-hog,0.1,0.133333,0.14,9.582136,TSDR-1765,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.25194,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,9.834076
SS-small,LiNGAM+PageRank,TSDRLOC-1832,MetricSifter,user,pod-cpu-hog,0.1,0.133333,0.14,9.582136,TSDR-1792,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.26184,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,9.843976
SS-small,PC+HT,TSDRLOC-1840,MetricSifter,user,pod-cpu-hog,0.4,0.333333,0.44,13.016581,TSDR-1765,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.25194,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,13.268521
SS-small,PC+HT,TSDRLOC-1840,MetricSifter,user,pod-cpu-hog,0.4,0.333333,0.44,13.016581,TSDR-1792,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.26184,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,13.278421
SS-small,LiNGAM+HT,TSDRLOC-1848,MetricSifter,user,pod-cpu-hog,0.1,0.066667,0.1,9.701251,TSDR-1765,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.25194,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,9.953190999999999
SS-small,LiNGAM+HT,TSDRLOC-1848,MetricSifter,user,pod-cpu-hog,0.1,0.066667,0.1,9.701251,TSDR-1792,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.26184,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,9.963090999999999
SS-small,e-Diagnosis,TSDRLOC-1936,MetricSifter,user,pod-cpu-hog,0.0,0.0,0.0,1.365976,TSDR-1765,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.25194,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,1.6179160000000001
SS-small,e-Diagnosis,TSDRLOC-1936,MetricSifter,user,pod-cpu-hog,0.0,0.0,0.0,1.365976,TSDR-1792,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.26184,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,1.6278160000000002
SS-small,RCD,TSDRLOC-1937,MetricSifter,user,pod-cpu-hog,0.5,0.333333,0.34,98.920112,TSDR-1765,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.25194,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,99.17205200000001
SS-small,RCD,TSDRLOC-1937,MetricSifter,user,pod-cpu-hog,0.5,0.333333,0.34,98.920112,TSDR-1792,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.26184,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,99.18195200000001
SS-small,CG+PageRank,TSDRLOC-1938,MetricSifter,user,pod-cpu-hog,0.0,0.0,0.0,0.019068,TSDR-1765,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.25194,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,0.271008
SS-small,CG+PageRank,TSDRLOC-1938,MetricSifter,user,pod-cpu-hog,0.0,0.0,0.0,0.019068,TSDR-1792,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.26184,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,0.28090800000000005
SS-small,PC+PageRank,TSDRLOC-1939,MetricSifter,user,pod-cpu-hog,0.2,0.133333,0.2,4.508531,TSDR-1765,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.25194,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,4.760471
SS-small,PC+PageRank,TSDRLOC-1939,MetricSifter,user,pod-cpu-hog,0.2,0.133333,0.2,4.508531,TSDR-1792,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.26184,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,4.770371
SS-small,LiNGAM+PageRank,TSDRLOC-1940,MetricSifter,user,pod-cpu-hog,0.1,0.066667,0.1,4.453009,TSDR-1765,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.25194,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,4.704949
SS-small,LiNGAM+PageRank,TSDRLOC-1940,MetricSifter,user,pod-cpu-hog,0.1,0.066667,0.1,4.453009,TSDR-1792,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.26184,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,4.714849
SS-small,PC+HT,TSDRLOC-1941,MetricSifter,user,pod-cpu-hog,0.3,0.266667,0.3,4.447103,TSDR-1765,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.25194,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,4.6990430000000005
SS-small,PC+HT,TSDRLOC-1941,MetricSifter,user,pod-cpu-hog,0.3,0.266667,0.3,4.447103,TSDR-1792,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.26184,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,4.7089430000000005
SS-small,LiNGAM+HT,TSDRLOC-1942,MetricSifter,user,pod-cpu-hog,0.0,0.066667,0.013333,4.742459,TSDR-1765,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.25194,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,4.9943990000000005
SS-small,LiNGAM+HT,TSDRLOC-1942,MetricSifter,user,pod-cpu-hog,0.0,0.066667,0.013333,4.742459,TSDR-1792,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.26184,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,5.0042990000000005
SS-small,e-Diagnosis,TSDRLOC-1943,MetricSifter,user,pod-cpu-hog,0.0,0.0,0.0,1.671221,TSDR-1765,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.25194,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,1.9231610000000001
SS-small,e-Diagnosis,TSDRLOC-1943,MetricSifter,user,pod-cpu-hog,0.0,0.0,0.0,1.671221,TSDR-1792,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.26184,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,1.9330610000000001
SS-small,RCD,TSDRLOC-1944,MetricSifter,user,pod-cpu-hog,0.5,0.333333,0.34,112.566819,TSDR-1765,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.25194,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,112.818759
SS-small,RCD,TSDRLOC-1944,MetricSifter,user,pod-cpu-hog,0.5,0.333333,0.34,112.566819,TSDR-1792,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.26184,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,112.828659
SS-small,CG+PageRank,TSDRLOC-1945,MetricSifter,user,pod-cpu-hog,0.0,0.0,0.0,0.026875,TSDR-1765,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.25194,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,0.278815
SS-small,CG+PageRank,TSDRLOC-1945,MetricSifter,user,pod-cpu-hog,0.0,0.0,0.0,0.026875,TSDR-1792,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.26184,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,0.288715
SS-small,PC+PageRank,TSDRLOC-1946,MetricSifter,user,pod-cpu-hog,0.2,0.133333,0.2,10.406341,TSDR-1765,1.0,27.0,0.0,36.0,0.4285602278545827,1.0,0.0271216691804927,0.0528062906111686,0.107803152492523,0.7142801139272914,0.4218635531135531,0.25194,37,64,81,1.0,0.0535051935658692,0.1284257364916943,0.0784722441211183,10.658280999999999
