,anomaly_type,num_node,num_edge,func_type,noise_type,weight_generator,num_normal_samples,num_abnormal_samples,reduction_method,num_remained,num_total,reduction_rate,root_cause_recall,recall,precision,specificity,f1_score,bacc,elapsed_time_tsdr,trial_no
27,0,50,100,identity,laplace,uniform,160,20,HDBS-SBD,7.8,50.0,0.844,0.16666666666666666,0.16879330388281794,0.4886868686868686,0.8480846560846562,0.2371858098513447,0.508438979983737,0.09216907620429993,3.0
28,0,50,100,identity,laplace,uniform,160,20,K-S test,23.0,50.0,0.54,1.0,0.9055931178795629,0.8968756530825497,0.9128624338624338,0.8981407877836449,0.9092277758709983,0.012417248263955117,3.0
29,0,50,100,identity,laplace,uniform,160,20,MetricSifter,21.8,50.0,0.5640000000000001,1.0,0.9516354336200884,0.990909090909091,0.9928571428571429,0.9704997738579827,0.9722462882386157,0.05837442558258772,3.0
30,0,50,100,identity,laplace,uniform,160,20,NSigma,38.2,50.0,0.236,1.0,0.9593350383631714,0.5602386996074227,0.4040529100529101,0.6914596000929624,0.6816939742080408,0.0059007246047258375,3.0
31,0,50,100,identity,laplace,uniform,160,20,None,50.0,50.0,0.0,1.0,1.0,0.45600000000000007,0.0,0.6101543813872581,0.5,4.608742892742157e-06,3.0
32,0,50,100,identity,normal,normal,160,20,BIRCH,38.4,50.0,0.23200000000000004,0.9,0.9875,0.36765211735799974,0.3222936780409938,0.5125647465151151,0.6548968390204969,0.024840174429118633,3.0
33,0,50,100,identity,normal,normal,160,20,FluxInfer-AD,27.0,50.0,0.45999999999999996,0.8,0.8791666666666667,0.45446275946275944,0.5944101854713804,0.5572727890904146,0.7367884260690235,2.9096261650323867,3.0
34,0,50,100,identity,normal,normal,160,20,HDBS-R,5.4,50.0,0.892,0.2,0.14362745098039215,0.40595238095238095,0.9200574911990497,0.20923188405797105,0.5318424710897209,1.419485330581665,3.0
35,0,50,100,identity,normal,normal,160,20,HDBS-SBD,6.2,50.0,0.876,0.35,0.22279411764705884,0.47000000000000003,0.8995558335786253,0.29146853146853147,0.561174975612842,0.0917912932112813,3.0
36,0,50,100,identity,normal,normal,160,20,K-S test,13.6,50.0,0.728,0.9,0.9041666666666666,0.8628384687208216,0.9692258096513416,0.8552360101841853,0.936696238159004,0.011219430342316627,3.0
37,0,50,100,identity,normal,normal,160,20,MetricSifter,13.8,50.0,0.724,0.9,0.9375,0.8846153846153847,0.9819708846584547,0.8903102918586789,0.9597354423292274,0.05508615430444479,3.0
38,0,50,100,identity,normal,normal,160,20,NSigma,23.6,50.0,0.528,0.9,0.9541666666666666,0.5603205128205129,0.7205539865575437,0.6732764108901621,0.8373603266121051,0.005732068046927452,3.0
39,0,50,100,identity,normal,normal,160,20,None,50.0,50.0,0.0,1.0,1.0,0.288,0.0,0.4282528282855315,0.5,5.345419049263001e-06,3.0
40,0,50,100,identity,normal,uniform,160,20,BIRCH,36.2,50.0,0.27599999999999997,1.0,0.9826086956521738,0.37705663705663706,0.3736351611351611,0.5271049640015157,0.6781219283936675,0.02439832780510187,3.0
41,0,50,100,identity,normal,uniform,160,20,FluxInfer-AD,26.2,50.0,0.476,1.0,0.8929951690821255,0.4845777591973244,0.6358856421356421,0.5992929088235134,0.7644404056088838,2.9615673480555413,3.0
42,0,50,100,identity,normal,uniform,160,20,HDBS-R,7.6,50.0,0.8480000000000001,0.1,0.19749218527990905,0.35396825396825393,0.862274531024531,0.23153315649867373,0.52988335815222,1.4339283855631948,3.0
43,0,50,100,identity,normal,uniform,160,20,HDBS-SBD,6.2,50.0,0.876,0.0,0.15304774083546463,0.39738095238095233,0.8872414622414622,0.2055824175824176,0.5201446015384634,0.0909555109217763,3.0
44,0,50,100,identity,normal,uniform,160,20,K-S test,14.8,50.0,0.704,0.9333333333333332,0.9201193520886616,0.8765296084989179,0.9405002405002405,0.8876518196211292,0.9303097962944511,0.011273373663425446,3.0
45,0,50,100,identity,normal,uniform,160,20,MetricSifter,13.4,50.0,0.732,1.0,0.9492753623188406,1.0,1.0,0.9727272727272727,0.9746376811594203,0.054081977158784864,3.0
46,0,50,100,identity,normal,uniform,160,20,NSigma,22.0,50.0,0.5599999999999999,1.0,0.9155797101449276,0.5647253808992939,0.7501443001443001,0.6792038391341528,0.8328620051446138,0.006089910306036473,3.0
47,0,50,100,identity,normal,uniform,160,20,None,50.0,50.0,0.0,1.0,1.0,0.288,0.0,0.4314318441651296,0.5,5.250610411167145e-06,3.0
48,0,50,100,identity,uniform,normal,160,20,BIRCH,32.0,50.0,0.36,1.0,0.8966666666666667,0.3529454022988506,0.43880952380952387,0.49250879839115136,0.6677380952380952,0.02603216525167227,3.0
49,0,50,100,identity,uniform,normal,160,20,FluxInfer-AD,32.2,50.0,0.356,1.0,0.9,0.36523878420430145,0.44450216450216445,0.5027146386282599,0.6722510822510822,2.4893971810117366,3.0
50,0,50,100,identity,uniform,normal,160,20,HDBS-R,6.8,50.0,0.8640000000000001,0.3,0.12333333333333334,0.2488095238095238,0.8605844155844157,0.1554223554223554,0.49195887445887443,1.434974941983819,3.0
51,0,50,100,identity,uniform,normal,160,20,HDBS-SBD,7.0,50.0,0.86,0.1,0.21333333333333332,0.3833333333333333,0.8817965367965368,0.25946380984744155,0.547564935064935,0.09341252259910107,3.0
52,0,50,100,identity,uniform,normal,160,20,K-S test,10.6,50.0,0.788,0.85,0.7833333333333334,0.8925324675324676,0.9735281385281386,0.8143628465879106,0.878430735930736,0.011510559730231762,3.0
53,0,50,100,identity,uniform,normal,160,20,MetricSifter,11.4,50.0,0.772,1.0,0.8966666666666667,1.0,1.0,0.9423097974822113,0.9483333333333335,0.057594960927963255,3.0
54,0,50,100,identity,uniform,normal,160,20,NSigma,12.2,50.0,0.756,0.95,0.8733333333333333,0.9033333333333333,0.9670995670995671,0.8732467532467533,0.9202164502164502,0.005586210824549198,3.0
55,0,50,100,identity,uniform,normal,160,20,None,50.0,50.0,0.0,1.0,1.0,0.264,0.0,0.4084249084249084,0.5,5.071423947811126e-06,3.0
56,0,50,100,identity,uniform,uniform,160,20,BIRCH,35.2,50.0,0.296,1.0,1.0,0.4086363636363636,0.41505476979161193,0.5773863169629759,0.7075273848958059,0.024935363233089446,3.0
57,0,50,100,identity,uniform,uniform,160,20,FluxInfer-AD,32.8,50.0,0.344,1.0,0.9118716577540107,0.40276746633317567,0.4480172459119828,0.5562237762237763,0.6799444518329967,2.5378650709986688,3.0
58,0,50,100,identity,uniform,uniform,160,20,HDBS-R,6.6,50.0,0.868,0.1,0.1700356506238859,0.3530952380952381,0.8819643514380356,0.22601536974265474,0.5260000010309607,1.457977031543851,3.0
59,0,50,100,identity,uniform,uniform,160,20,HDBS-SBD,7.6,50.0,0.8480000000000001,0.1,0.15675579322638147,0.2995238095238095,0.849722908670277,0.20113029609597116,0.5032393509483293,0.09114732332527638,3.0
60,0,50,100,identity,uniform,uniform,160,20,K-S test,14.2,50.0,0.716,1.0,0.9018181818181817,0.9235042735042736,0.9647801321485531,0.9045456885456886,0.9332991569833675,0.011514208279550076,3.0
61,0,50,100,identity,uniform,uniform,160,20,MetricSifter,13.8,50.0,0.724,1.0,0.96,1.0,1.0,0.9777777777777779,0.9800000000000001,0.06736880857497454,3.0
62,0,50,100,identity,uniform,uniform,160,20,NSigma,13.6,50.0,0.728,1.0,0.9466666666666667,1.0,1.0,0.9692307692307691,0.9733333333333334,0.0058523910120129585,3.0
