,anomaly_type,num_node,num_edge,func_type,noise_type,weight_generator,num_normal_samples,num_abnormal_samples,reduction_method,num_remained,num_total,reduction_rate,root_cause_recall,recall,precision,specificity,f1_score,bacc,elapsed_time_tsdr,trial_no
63,0,50,100,identity,uniform,uniform,160,20,None,50.0,50.0,0.0,1.0,1.0,0.288,0.0,0.4448432693142513,0.5,5.0872564315795895e-06,3.0
64,0,50,200,identity,exponential,normal,160,20,BIRCH,39.6,50.0,0.20800000000000002,1.0,0.9857487922705314,0.7300406504065041,0.4947465281561391,0.8360497787857902,0.7402476602133353,0.023639878258109093,3.0
65,0,50,200,identity,exponential,normal,160,20,FluxInfer-AD,36.2,50.0,0.276,0.9333333333333332,0.9280411407199626,0.754968164645584,0.5766787742302617,0.8321945826423438,0.7523599574751121,1.6885332100093364,3.0
66,0,50,200,identity,exponential,normal,160,20,HDBS-R,6.6,50.0,0.868,0.06666666666666667,0.15111474728585528,0.6838095238095239,0.892576973835555,0.2454218284300805,0.5218458605607051,1.4407518185675143,3.0
67,0,50,200,identity,exponential,normal,160,20,HDBS-SBD,5.4,50.0,0.892,0.13333333333333333,0.12380499714300557,0.6633333333333333,0.9080322787645443,0.20822510822510823,0.5159186379537749,0.09047906119376421,3.0
68,0,50,200,identity,exponential,normal,160,20,K-S test,28.4,50.0,0.43200000000000005,0.9333333333333332,0.9198768895122331,0.9565471000954873,0.93739178865037,0.9362382999236732,0.9286343390813014,0.0112776231020689,3.0
69,0,50,200,identity,exponential,normal,160,20,MetricSifter,30.0,50.0,0.4,1.0,0.9639348605267258,0.9463808711890553,0.9200985555676631,0.9546423305671647,0.9420167080471945,0.052145769074559215,3.0
70,0,50,200,identity,exponential,normal,160,20,NSigma,40.4,50.0,0.192,1.0,0.9616908212560386,0.701367053998633,0.42261632341723876,0.8086830623547444,0.6921535723366388,0.005913948453962803,3.0
71,0,50,200,identity,exponential,normal,160,20,None,50.0,50.0,0.0,1.0,1.0,0.588,0.0,0.7368154177382169,0.5,5.293264985084534e-06,3.0
72,0,50,200,identity,exponential,uniform,160,20,BIRCH,38.2,50.0,0.236,1.0,1.0,0.48021878593475764,0.40674617407938785,0.6108679581228879,0.7033730870396939,0.025490449368953706,3.0
73,0,50,200,identity,exponential,uniform,160,20,FluxInfer-AD,33.4,50.0,0.332,1.0,0.9555555555555555,0.49329670329670333,0.5055535628885701,0.6321549199608935,0.7305545592220628,2.4990329651162027,3.0
74,0,50,200,identity,exponential,uniform,160,20,HDBS-R,6.6,50.0,0.868,0.16666666666666666,0.15227272727272728,0.42214285714285715,0.8804463858714218,0.2095814536340852,0.5163595565720744,1.4524381110444664,3.0
75,0,50,200,identity,exponential,uniform,160,20,HDBS-SBD,4.8,50.0,0.9039999999999999,0.3,0.10984848484848483,0.515,0.9139611942337911,0.16249855407750144,0.511904839541138,0.09037221390753984,3.0
76,0,50,200,identity,exponential,uniform,160,20,K-S test,17.0,50.0,0.6599999999999999,0.8333333333333333,0.901010101010101,0.9787878787878789,0.9693277310924369,0.9356060606060606,0.935168916051269,0.011450147069990636,3.0
77,0,50,200,identity,exponential,uniform,160,20,MetricSifter,18.6,50.0,0.628,0.8333333333333333,0.9,0.876923076923077,0.9609756097560975,0.8851948051948051,0.9304878048780487,0.06622119322419166,3.0
78,0,50,200,identity,exponential,uniform,160,20,NSigma,39.0,50.0,0.22000000000000003,0.9,0.9111111111111111,0.4224601223533936,0.31695574571291935,0.5549417149395695,0.6140334284120152,0.005887550115585327,3.0
79,0,50,200,identity,exponential,uniform,160,20,None,50.0,50.0,0.0,1.0,1.0,0.36,0.0,0.5033300826873578,0.5,5.282275378704071e-06,3.0
80,0,50,200,identity,laplace,normal,160,20,BIRCH,38.8,50.0,0.22400000000000003,1.0,1.0,0.43389270277142133,0.33484891541157524,0.5856261512048988,0.6674244577057877,0.024520642682909967,3.0
81,0,50,200,identity,laplace,normal,160,20,FluxInfer-AD,29.4,50.0,0.41200000000000003,0.8,0.7846698872785829,0.48138657041882843,0.5486615515771526,0.5774801657762297,0.6666657194278678,2.8192694146186112,3.0
82,0,50,200,identity,laplace,normal,160,20,HDBS-R,7.6,50.0,0.8480000000000001,0.16666666666666666,0.14062399355877617,0.3,0.8325565975182343,0.18215767086734827,0.4865902955385052,1.4453203586861492,3.0
83,0,50,200,identity,laplace,normal,160,20,HDBS-SBD,7.4,50.0,0.852,0.0,0.1817270531400966,0.4057142857142857,0.8663067159230842,0.2413789538614223,0.5240168845315905,0.09695879500359297,3.0
84,0,50,200,identity,laplace,normal,160,20,K-S test,17.0,50.0,0.6599999999999999,0.9333333333333332,0.8650563607085345,0.8350877192982455,0.9058141517476554,0.8335455394278923,0.8854352562280952,0.011126850545406342,3.0
85,0,50,200,identity,laplace,normal,160,20,MetricSifter,14.6,50.0,0.708,1.0,0.8872785829307569,1.0,1.0,0.9343153300600109,0.9436392914653784,0.06448483392596245,3.0
86,0,50,200,identity,laplace,normal,160,20,NSigma,36.8,50.0,0.264,1.0,0.9925925925925926,0.44284625691318824,0.3711717343942408,0.5995415890152732,0.6818821634934167,0.005781199224293232,3.0
87,0,50,200,identity,laplace,normal,160,20,None,50.0,50.0,0.0,1.0,1.0,0.348,0.0,0.49659016782304455,0.5,5.50001859664917e-06,3.0
88,0,50,200,identity,laplace,uniform,160,20,BIRCH,31.0,50.0,0.38,1.0,0.975,0.3116621943947525,0.45229377253127867,0.45648194324407065,0.7136468862656393,0.024076799862086773,3.0
89,0,50,200,identity,laplace,uniform,160,20,FluxInfer-AD,25.6,50.0,0.488,1.0,0.9464285714285715,0.3662087912087912,0.6070294124577095,0.5020522382951225,0.7767289919431405,3.4162396747618913,3.0
90,0,50,200,identity,laplace,uniform,160,20,HDBS-R,6.4,50.0,0.8720000000000001,0.0,0.2363095238095238,0.31285714285714283,0.8900857522623102,0.246935817805383,0.5631976380359169,1.449195477180183,3.0
91,0,50,200,identity,laplace,uniform,160,20,HDBS-SBD,7.0,50.0,0.86,0.0,0.19880952380952382,0.2361111111111111,0.864545382725084,0.1893939393939394,0.531677453267304,0.09635073635727168,3.0
92,0,50,200,identity,laplace,uniform,160,20,K-S test,9.0,50.0,0.82,1.0,0.8053571428571429,0.8715686274509803,0.9803385183860778,0.8256306911479324,0.8928478306216103,0.011012825556099415,3.0
93,0,50,200,identity,laplace,uniform,160,20,MetricSifter,9.6,50.0,0.808,1.0,0.9464285714285715,1.0,1.0,0.9712820512820513,0.9732142857142858,0.058299744687974456,3.0
94,0,50,200,identity,laplace,uniform,160,20,NSigma,32.4,50.0,0.352,1.0,0.975,0.3036277266837539,0.4304723373763162,0.443855969345209,0.7027361686881581,0.005723727121949196,3.0
95,0,50,200,identity,laplace,uniform,160,20,None,50.0,50.0,0.0,1.0,1.0,0.2,0.0,0.3208761241840035,0.5,5.138106644153595e-06,3.0
96,0,50,200,identity,normal,normal,160,20,BIRCH,33.8,50.0,0.324,1.0,1.0,0.5450580009534403,0.5071322114062586,0.688862862402209,0.7535661057031293,0.02855881080031395,3.0
97,0,50,200,identity,normal,normal,160,20,FluxInfer-AD,35.0,50.0,0.3,1.0,0.9942857142857143,0.5203053102847904,0.4731119727217731,0.6652004119911096,0.7336988435037437,2.439535123668611,3.0
98,0,50,200,identity,normal,normal,160,20,HDBS-R,6.8,50.0,0.8640000000000001,0.2,0.15705882352941175,0.3714285714285714,0.8487854039487432,0.21452723271593616,0.5029221137390776,1.4338253211230039,3.0
99,0,50,200,identity,normal,normal,160,20,HDBS-SBD,6.8,50.0,0.8640000000000001,0.4,0.14801120448179272,0.4166666666666667,0.8782590881592697,0.20741011743450768,0.5131351463205311,0.08911958057433367,3.0
100,0,50,200,identity,normal,normal,160,20,K-S test,20.0,50.0,0.6,1.0,0.9240896358543417,0.8574458874458875,0.8974322169059011,0.8865505226480836,0.9107609263801214,0.010827278159558773,3.0
101,0,50,200,identity,normal,normal,160,20,MetricSifter,18.0,50.0,0.64,1.0,0.9676190476190476,1.0,1.0,0.9830007390983001,0.9838095238095239,0.04474146086722612,3.0
102,0,50,200,identity,normal,normal,160,20,NSigma,23.0,50.0,0.54,1.0,0.9638095238095238,0.7548765920070268,0.8478710883792553,0.8377383997077091,0.9058403060943896,0.005758712999522686,3.0
103,0,50,200,identity,normal,normal,160,20,None,50.0,50.0,0.0,1.0,1.0,0.38,0.0,0.52859430032668,0.5,4.926882684230804e-06,3.0
104,0,50,200,identity,normal,uniform,160,20,BIRCH,39.8,50.0,0.20400000000000001,1.0,1.0,0.4716849816849817,0.3473281620340444,0.6064290326806809,0.6736640810170222,0.02381398491561413,3.0
105,0,50,200,identity,normal,uniform,160,20,FluxInfer-AD,32.6,50.0,0.348,1.0,0.909090909090909,0.49135393342289896,0.4901216430628195,0.6093966033966034,0.6996062760768643,2.593366391956806,3.0
106,0,50,200,identity,normal,uniform,160,20,HDBS-R,6.8,50.0,0.8640000000000001,0.13333333333333333,0.14242424242424243,0.39642857142857146,0.8721249338896397,0.19653330129360408,0.507274588156941,1.43376768771559,3.0
107,0,50,200,identity,normal,uniform,160,20,HDBS-SBD,6.4,50.0,0.8720000000000001,0.0,0.1484848484848485,0.4288095238095238,0.8832970950618009,0.20081400081400083,0.5158909717733248,0.09104698896408081,3.0
108,0,50,200,identity,normal,uniform,160,20,K-S test,18.2,50.0,0.6359999999999999,1.0,0.9212121212121213,0.9156641604010025,0.9617549117549118,0.9158944259272257,0.9414835164835165,0.011392527259886265,3.0
109,0,50,200,identity,normal,uniform,160,20,MetricSifter,18.2,50.0,0.636,1.0,0.9757575757575758,1.0,1.0,0.9873992673992674,0.9878787878787879,0.047988799214363095,3.0
110,0,50,200,identity,normal,uniform,160,20,NSigma,28.6,50.0,0.42800000000000005,1.0,0.9545454545454545,0.6058917632287197,0.6704207557148734,0.7035273954543058,0.8124831051301639,0.0060408471152186395,3.0
111,0,50,200,identity,normal,uniform,160,20,None,50.0,50.0,0.0,1.0,1.0,0.376,0.0,0.5184688794208843,0.5,5.250424146652222e-06,3.0
112,0,50,200,identity,uniform,normal,160,20,BIRCH,35.2,50.0,0.296,1.0,0.9666666666666666,0.39147435897435895,0.39102928509905255,0.5279002272975414,0.6788479758828596,0.024451445043087005,3.0
113,0,50,200,identity,uniform,normal,160,20,FluxInfer-AD,32.6,50.0,0.348,1.0,0.9405106970324362,0.394744744290335,0.4611746339362618,0.5341735834839676,0.7008426654843489,2.4378821196034552,3.0
114,0,50,200,identity,uniform,normal,160,20,HDBS-R,6.8,50.0,0.8640000000000001,0.3,0.19224292615596963,0.38761904761904764,0.8855867786391043,0.24792059553349874,0.5389148523975369,1.446931761316955,3.0
115,0,50,200,identity,uniform,normal,160,20,HDBS-SBD,7.0,50.0,0.86,0.0,0.16132505175983436,0.3142857142857143,0.8616763565891473,0.20043506493506494,0.5115007041744908,0.0926608933135867,3.0
116,0,50,200,identity,uniform,normal,160,20,K-S test,12.4,50.0,0.752,0.9,0.8351276742581091,0.8857142857142858,0.9818087855297157,0.8488095238095237,0.9084682298939125,0.011400512978434562,3.0
117,0,50,200,identity,uniform,normal,160,20,MetricSifter,13.6,50.0,0.728,1.0,0.9628019323671497,0.9904761904761905,0.9925925925925926,0.9761038961038959,0.9776972624798711,0.04853025004267693,3.0
118,0,50,200,identity,uniform,normal,160,20,NSigma,13.6,50.0,0.728,0.9,0.8738440303657695,0.8944444444444445,0.9594476744186047,0.8818181818181818,0.9166458523921872,0.005680071003735065,3.0
119,0,50,200,identity,uniform,normal,160,20,None,50.0,50.0,0.0,1.0,1.0,0.284,0.0,0.4232785465238072,0.5,4.971586167812347e-06,3.0
120,0,50,200,identity,uniform,uniform,160,20,BIRCH,38.4,50.0,0.23200000000000004,1.0,1.0,0.27632002144197265,0.2994092355152801,0.40576033096616226,0.6497046177576401,0.02417518086731434,3.0
121,0,50,200,identity,uniform,uniform,160,20,FluxInfer-AD,32.4,50.0,0.352,1.0,0.9697777777777776,0.30478397844251504,0.4308803624795141,0.43976467976467976,0.700329070128646,2.673711466602981,3.0
122,0,50,200,identity,uniform,uniform,160,20,HDBS-R,6.6,50.0,0.868,0.0,0.174,0.2442857142857143,0.8696774317940807,0.18558816914080073,0.5218387158970403,1.426366974785924,3.0
123,0,50,200,identity,uniform,uniform,160,20,HDBS-SBD,6.8,50.0,0.8640000000000001,0.0,0.23755555555555558,0.3114285714285714,0.8827531090330666,0.2467765567765568,0.5601543322943111,0.08916328717023134,3.0
124,0,50,200,identity,uniform,uniform,160,20,K-S test,11.2,50.0,0.776,1.0,0.984,0.8733333333333334,0.977137761496192,0.9189181286549708,0.980568880748096,0.01114990022033453,3.0
125,0,50,200,identity,uniform,uniform,160,20,MetricSifter,10.6,50.0,0.788,1.0,0.992,0.96,0.9956521739130434,0.9736961451247165,0.9938260869565217,0.044690648652613164,3.0
126,0,50,200,identity,uniform,uniform,160,20,NSigma,13.2,50.0,0.736,1.0,0.984,0.8103030303030303,0.9308203991130821,0.8611403508771931,0.957410199556541,0.005923645384609699,3.0
127,0,50,200,identity,uniform,uniform,160,20,None,50.0,50.0,0.0,1.0,1.0,0.21200000000000002,0.0,0.32785400412519056,0.5,5.543418228626251e-06,3.0
128,0,100,500,identity,exponential,normal,160,20,BIRCH,76.8,100.0,0.23199999999999998,1.0,0.9569857512881523,0.71859796497307,0.46824046920821116,0.8189462966471538,0.7126131102481817,0.03748952373862267,3.0
129,0,100,500,identity,exponential,normal,160,20,FluxInfer-AD,75.6,100.0,0.244,0.95,0.8939720017526636,0.6709374247938056,0.39833088954056695,0.7623342375939399,0.6461514456466153,3.8053869392722843,3.0
130,0,100,500,identity,exponential,normal,160,20,HDBS-R,12.2,100.0,0.8779999999999999,0.2,0.11946349238042944,0.5632167832167833,0.8745087976539588,0.19494061773194266,0.49698614501719424,5.665901297330857,3.0
131,0,100,500,identity,exponential,normal,160,20,HDBS-SBD,10.0,100.0,0.9,0.16666666666666666,0.11662893527267311,0.6577272727272727,0.9186119257086999,0.19710633051750048,0.5176204304906864,0.35492133945226667,3.0
132,0,100,500,identity,exponential,normal,160,20,K-S test,54.8,100.0,0.45199999999999996,0.95,0.902176076141034,0.9374706548501692,0.9172996089931574,0.9143543281207929,0.9097378425670957,0.022081744857132435,3.0
133,0,100,500,identity,exponential,normal,160,20,MetricSifter,54.6,100.0,0.454,1.0,0.9376434993372047,0.9845908477487424,0.9811999022482893,0.9592662932396452,0.959421700792747,0.08227082155644894,3.0
134,0,100,500,identity,exponential,normal,160,20,NSigma,80.4,100.0,0.196,1.0,0.9318413625454507,0.6656859422171064,0.3511094819159335,0.7734666588647686,0.6414754222306922,0.01060817763209343,3.0
135,0,100,500,identity,exponential,normal,160,20,None,100.0,100.0,0.0,1.0,1.0,0.5780000000000001,0.0,0.7283624312710075,0.5,6.789714097976684e-06,3.0
136,0,100,500,identity,exponential,uniform,160,20,BIRCH,71.2,100.0,0.288,1.0,0.9962264150943396,0.42383864294823204,0.42120220809563846,0.5512889377396194,0.7087143115949891,0.03592554219067097,3.0
137,0,100,500,identity,exponential,uniform,160,20,FluxInfer-AD,61.2,100.0,0.388,1.0,0.8936433063791555,0.43598072874352456,0.5148219865068502,0.5491906652734239,0.7042326464430029,5.298652985505759,3.0
138,0,100,500,identity,exponential,uniform,160,20,HDBS-R,13.0,100.0,0.8699999999999999,0.26666666666666666,0.1393223625100487,0.31603396603396605,0.8755989580387677,0.15699431632530225,0.5074606602744082,5.683988362923264,3.0
139,0,100,500,identity,exponential,uniform,160,20,HDBS-SBD,11.2,100.0,0.8880000000000001,0.1,0.10222963068047478,0.36375291375291374,0.8972647653592036,0.15144497975143137,0.4997471980198392,0.35035788286477326,3.0
140,0,100,500,identity,exponential,uniform,160,20,K-S test,28.4,100.0,0.716,1.0,0.8898555350640752,0.9094139194139194,0.9749492797201832,0.893948717948718,0.9324024073921292,0.0221820330247283,3.0
141,0,100,500,identity,exponential,uniform,160,20,MetricSifter,33.4,100.0,0.666,1.0,0.964869721473495,0.826139546727782,0.950901143134719,0.8789527651596618,0.957885432304107,0.08300408348441124,3.0
142,0,100,500,identity,exponential,uniform,160,20,NSigma,70.8,100.0,0.292,1.0,0.992654986522911,0.41515333060513787,0.40253610825186037,0.5487107377732608,0.6975955473873857,0.010833689756691457,3.0
143,0,100,500,identity,exponential,uniform,160,20,None,100.0,100.0,0.0,1.0,1.0,0.312,0.0,0.438821351534824,0.5,6.402470171451569e-06,3.0
144,0,100,500,identity,laplace,normal,160,20,BIRCH,75.2,100.0,0.248,1.0,0.9776108031921986,0.5766561145005948,0.4453319573443412,0.6989606343811952,0.71147138026827,0.03561246693134308,3.0
145,0,100,500,identity,laplace,normal,160,20,FluxInfer-AD,65.2,100.0,0.348,1.0,0.9423594842199494,0.6225690787411183,0.5852867462774582,0.7297535915621023,0.7638231152487038,4.854588630236686,3.0
146,0,100,500,identity,laplace,normal,160,20,HDBS-R,12.6,100.0,0.874,0.1,0.12748235631956564,0.4231934731934732,0.8648670696348715,0.18504247149861186,0.4961747129772185,5.866811028309167,3.0
147,0,100,500,identity,laplace,normal,160,20,HDBS-SBD,11.4,100.0,0.8859999999999999,0.1,0.1376379664751758,0.48993006993006993,0.8884731436434222,0.20407050961427475,0.513055555059299,0.35881370957940817,3.0
148,0,100,500,identity,laplace,normal,160,20,K-S test,46.6,100.0,0.534,1.0,0.9403472622077274,0.8602883411415467,0.9354454764361885,0.8837044785428223,0.9378963693219579,0.021624712087213994,3.0
149,0,100,500,identity,laplace,normal,160,20,MetricSifter,44.8,100.0,0.5519999999999999,1.0,0.9685198941012894,0.9469696969696969,0.9825210084033614,0.9536832121812717,0.9755204512523253,0.08470573406666518,3.0
150,0,100,500,identity,laplace,normal,160,20,NSigma,73.6,100.0,0.264,1.0,0.963934485794951,0.5753420575444126,0.4385434173669468,0.6965166731521871,0.7012389515809488,0.01055174060165882,3.0
151,0,100,500,identity,laplace,normal,160,20,None,100.0,100.0,0.0,1.0,1.0,0.45200000000000007,0.0,0.5970947325575613,0.5,6.83218240737915e-06,3.0
152,0,100,500,identity,laplace,uniform,160,20,BIRCH,71.6,100.0,0.284,1.0,0.9637890664766365,0.5090611561324835,0.44190077985152243,0.6519322410748496,0.7028449231640794,0.03506456967443228,3.0
153,0,100,500,identity,laplace,uniform,160,20,FluxInfer-AD,65.8,100.0,0.342,1.0,0.9759102785978486,0.543044754582068,0.5230538410208639,0.6926571620748322,0.7494820598093563,5.2667198240756985,3.0
154,0,100,500,identity,laplace,uniform,160,20,HDBS-R,12.8,100.0,0.8720000000000001,0.1,0.13018813959463454,0.38981684981684983,0.8745092537727398,0.19324426670794986,0.5023486966836871,5.704703697375953,3.0
155,0,100,500,identity,laplace,uniform,160,20,HDBS-SBD,12.6,100.0,0.874,0.1,0.13848838731257546,0.4200757575757576,0.8856836260617756,0.2062974539584709,0.5120860066871755,0.3508175678551197,3.0
156,0,100,500,identity,laplace,uniform,160,20,K-S test,39.6,100.0,0.604,1.0,0.9433099188978249,0.8868940759253962,0.9261773407590889,0.908496790565756,0.9347436298284568,0.021925685368478297,3.0
157,0,100,500,identity,laplace,uniform,160,20,MetricSifter,35.8,100.0,0.642,1.0,0.9482099833723574,0.985170068027211,0.9894677555618137,0.9656660231660232,0.9688388694670854,0.08321830946952105,3.0
158,0,100,500,identity,laplace,uniform,160,20,NSigma,66.0,100.0,0.34,1.0,0.9692049272116462,0.5390722740633036,0.5237510836381818,0.6829148094796913,0.7464780054249139,0.010351508855819702,3.0
159,0,100,500,identity,laplace,uniform,160,20,None,100.0,100.0,0.0,1.0,1.0,0.372,0.0,0.5345968483654595,0.5,6.780028343200684e-06,3.0
160,0,100,500,identity,normal,normal,160,20,BIRCH,63.8,100.0,0.362,1.0,0.9564285714285715,0.38085160752351943,0.4560739344441366,0.5155358624699277,0.706251252936354,0.034945948608219625,3.0
161,0,100,500,identity,normal,normal,160,20,FluxInfer-AD,62.4,100.0,0.376,1.0,0.9325747295066936,0.405720132834579,0.5019698552300335,0.52515431784249,0.7172722923683634,5.702708623185754,3.0
162,0,100,500,identity,normal,normal,160,20,HDBS-R,12.4,100.0,0.876,0.2,0.18659074515557186,0.34116550116550115,0.8855764368989367,0.18898926151248135,0.5360835910272543,5.736243688315153,3.0
163,0,100,500,identity,normal,normal,160,20,HDBS-SBD,11.8,100.0,0.882,0.2,0.11160333761232348,0.33292929292929296,0.8928654914610998,0.16246331368368241,0.5022344145367117,0.36227571927011015,3.0
164,0,100,500,identity,normal,normal,160,20,K-S test,28.2,100.0,0.718,1.0,0.8913550339262791,0.8325434358843969,0.9685160192995245,0.847617444284111,0.9299355266129018,0.02114721219986677,3.0
165,0,100,500,identity,normal,normal,160,20,MetricSifter,27.8,100.0,0.722,1.0,0.9688571428571429,1.0,1.0,0.9835976789168278,0.9844285714285714,0.08403608538210391,3.0
166,0,100,500,identity,normal,normal,160,20,NSigma,41.6,100.0,0.584,1.0,0.9528571428571428,0.5754872153060246,0.8005535350397602,0.6876724611213991,0.8767053389484515,0.010442331805825234,3.0
167,0,100,500,identity,normal,normal,160,20,None,100.0,100.0,0.0,1.0,1.0,0.288,0.0,0.4154178319827128,0.5,6.8997964262962345e-06,3.0
168,0,100,500,identity,normal,uniform,160,20,BIRCH,64.8,100.0,0.352,1.0,0.972972972972973,0.47861031093789713,0.4864055293279856,0.6130202429792648,0.7296892511504793,0.0351030133664608,3.0
169,0,100,500,identity,normal,uniform,160,20,FluxInfer-AD,63.0,100.0,0.37,1.0,0.9277645884097497,0.4778640235304995,0.5295530705660692,0.5891290299700915,0.7286588294879095,5.128247649222613,3.0
170,0,100,500,identity,normal,uniform,160,20,HDBS-R,11.0,100.0,0.89,0.2,0.17753157624125365,0.4366233766233766,0.9018046767217542,0.2014055944055944,0.539668126481504,5.6535698842257265,3.0
171,0,100,500,identity,normal,uniform,160,20,HDBS-SBD,12.2,100.0,0.8779999999999999,0.4,0.11624676785967107,0.39642857142857146,0.8861113665954544,0.1710616892950975,0.5011790672275628,0.349930982850492,3.0
172,0,100,500,identity,normal,uniform,160,20,K-S test,34.6,100.0,0.654,1.0,0.8779844857264212,0.9220178571428571,0.9466992910471171,0.8961544366054458,0.9123418883867691,0.021405632607638836,3.0
173,0,100,500,identity,normal,uniform,160,20,MetricSifter,33.0,100.0,0.6699999999999999,1.0,0.9189609460577202,1.0,1.0,0.9556194739168877,0.9594804730288601,0.08284437097609043,3.0
174,0,100,500,identity,normal,uniform,160,20,NSigma,44.4,100.0,0.556,1.0,0.8735400412819768,0.6303156634735582,0.7665791293222938,0.7008858731196861,0.8200595853021353,0.010324578918516635,3.0
175,0,100,500,identity,normal,uniform,160,20,None,100.0,100.0,0.0,1.0,1.0,0.362,0.0,0.49604985967704385,0.5,6.438605487346649e-06,3.0
176,0,100,500,identity,uniform,normal,160,20,BIRCH,70.6,100.0,0.294,1.0,0.9867032967032967,0.50266734174166,0.43799360264148995,0.6415668546244085,0.7123484496723933,0.03568177856504917,3.0
177,0,100,500,identity,uniform,normal,160,20,FluxInfer-AD,70.0,100.0,0.3,0.95,0.9695022624434388,0.5125166789997297,0.4705171823481683,0.6324916347730747,0.7200097223958035,4.487016754597425,3.0
178,0,100,500,identity,uniform,normal,160,20,HDBS-R,11.8,100.0,0.882,0.0,0.10610838676761598,0.3466666666666667,0.8722469549230112,0.15089166930630343,0.4891776708453136,5.6999044580385085,3.0
179,0,100,500,identity,uniform,normal,160,20,HDBS-SBD,12.6,100.0,0.874,0.3,0.1471896910842144,0.39152597402597406,0.8730794557555122,0.1891454287417631,0.5101345734198632,0.3488112038001418,3.0
180,0,100,500,identity,uniform,normal,160,20,K-S test,39.2,100.0,0.608,0.95,0.9399166350890489,0.9127021365731043,0.9168617767209316,0.9246019813034534,0.9283892059049903,0.021054968237876892,3.0
181,0,100,500,identity,uniform,normal,160,20,MetricSifter,38.4,100.0,0.616,1.0,0.9841208791208791,0.977811059907834,0.986790439607341,0.9805141476880607,0.9854556593641102,0.09247869495302438,3.0
182,0,100,500,identity,uniform,normal,160,20,NSigma,37.8,100.0,0.622,1.0,0.9713186813186813,0.945858585858586,0.9867268881353389,0.9558774063197379,0.9790227847270101,0.010563199035823345,3.0
183,0,100,500,identity,uniform,normal,160,20,None,100.0,100.0,0.0,1.0,1.0,0.386,0.0,0.5256080420348688,0.5,6.573647260665893e-06,3.0
184,0,100,500,identity,uniform,uniform,160,20,BIRCH,79.6,100.0,0.20400000000000001,1.0,1.0,0.5069668542839275,0.3423102693442467,0.6651684722381443,0.6711551346721233,0.035398518294095994,3.0
185,0,100,500,identity,uniform,uniform,160,20,FluxInfer-AD,73.6,100.0,0.264,1.0,0.9960000000000001,0.5480607272478604,0.44097928012718157,0.698261827163429,0.7184896400635907,3.9093963695690035,3.0
186,0,100,500,identity,uniform,uniform,160,20,HDBS-R,13.0,100.0,0.8699999999999999,0.16666666666666666,0.1422372504475639,0.4544047619047619,0.8847845528025408,0.212240281734283,0.5135109016250523,5.73404423892498,3.0
187,0,100,500,identity,uniform,uniform,160,20,HDBS-SBD,13.8,100.0,0.8619999999999999,0.06666666666666667,0.13794379735532414,0.4141666666666667,0.8637962099341181,0.2015518905605113,0.5008700036447211,0.3544727159664035,3.0
188,0,100,500,identity,uniform,uniform,160,20,K-S test,48.2,100.0,0.518,1.0,0.9772795731400382,0.8217666376895586,0.8583319092386381,0.8912148727103133,0.9178057411893381,0.021652298420667647,3.0
189,0,100,500,identity,uniform,uniform,160,20,MetricSifter,40.8,100.0,0.592,1.0,1.0,1.0,1.0,1.0,1.0,0.08189193978905678,3.0
190,0,100,500,identity,uniform,uniform,160,20,NSigma,46.6,100.0,0.534,1.0,0.9911067193675889,0.8538369412733428,0.8982702501683182,0.9130997630115761,0.9446884847679534,0.011078686267137528,3.0
191,0,100,500,identity,uniform,uniform,160,20,None,100.0,100.0,0.0,1.0,1.0,0.40800000000000003,0.0,0.5712841606988557,0.5,6.366148591041565e-06,3.0
192,0,100,750,identity,exponential,normal,160,20,BIRCH,80.0,100.0,0.2,1.0,0.9787258687258686,0.6956672208396346,0.4346076146076146,0.808615647815049,0.7066667416667417,0.035827101580798625,3.0
193,0,100,750,identity,exponential,normal,160,20,FluxInfer-AD,75.4,100.0,0.246,1.0,0.9554849305595574,0.7195759598206761,0.5020668220668221,0.8168478955481768,0.7287758763131897,3.525728414580226,3.0
194,0,100,750,identity,exponential,normal,160,20,HDBS-R,12.0,100.0,0.8800000000000001,0.13333333333333333,0.1113453529125171,0.5307692307692308,0.8741958041958042,0.1810622748327329,0.4927705785541606,5.642594550549984,3.0
195,0,100,750,identity,exponential,normal,160,20,HDBS-SBD,11.6,100.0,0.884,0.06666666666666667,0.13054646039720666,0.633939393939394,0.8967443667443667,0.2124189598629668,0.5136454135707866,0.34926320910453795,3.0
196,0,100,750,identity,exponential,normal,160,20,K-S test,56.2,100.0,0.438,1.0,0.946785570218406,0.9712496481846327,0.9525874125874125,0.9583268425370235,0.9496864914029093,0.022151514887809753,3.0
197,0,100,750,identity,exponential,normal,160,20,MetricSifter,57.4,100.0,0.426,1.0,0.9704584221748401,0.9737709947081832,0.9594949494949494,0.9715653868971946,0.9649766858348947,0.08167154304683208,3.0
198,0,100,750,identity,exponential,normal,160,20,NSigma,84.2,100.0,0.158,1.0,0.97545842217484,0.6621169754018591,0.34288267288267293,0.7818883106582376,0.6591705475287565,0.01030421294271946,3.0
199,0,100,750,identity,exponential,normal,160,20,None,100.0,100.0,0.0,1.0,1.0,0.5740000000000001,0.0,0.7198229156093183,0.5,6.694719195365905e-06,3.0
200,0,100,750,identity,exponential,uniform,160,20,BIRCH,72.2,100.0,0.278,0.9333333333333332,0.9877145438121048,0.4548612949819467,0.41649708801922725,0.6093174107465675,0.702105815915666,0.03743491061031819,3.0
